id;geometry;waste amount;co2 amount
4316;LINESTRING(3.937777014 51.476476117, 3.931426867 51.475432133);101314,425;2,037769068
4317;LINESTRING(4.0016853 51.4973673, 4.0431829 51.5015533);14,445;0,008222281
4318;LINESTRING(4.0016853 51.4973673, 3.9747769 51.4906435, 3.9708693 51.490058825, 3.9663253 51.4898084, 3.9619049 51.4910556, 3.961701067 51.4911494);30,105;0,017396434
4319;LINESTRING(4.0016853 51.4973673, 4.0024732 51.5198409, 3.9709195 51.5274717);15,66;0,014809661
4321;LINESTRING(3.961701067 51.4911494, 3.9614727 51.4911475, 3.9499766 51.4904597, 3.948391557 51.490459657);30,105;0,005448188
4323;LINESTRING(3.905597504 51.503186633, 3.9121829 51.4963995, 3.9231292 51.494916);159,479;0,111808233
4325;LINESTRING(3.900155297 51.482444055, 3.931426867 51.475432133);35873,366;2,133750304
4327;LINESTRING(3.900155297 51.482444055, 3.888884178 51.482289689);35872,926;0,723505775
4328;LINESTRING(3.931426867 51.475432133, 3.9330517 51.4718892, 3.90419 51.4633934, 3.9030436 51.463298856);65441,059;9,590816588
4329;LINESTRING(3.9030436 51.463298856, 3.9019757 51.4633106, 3.8638489 51.4446506);65437,459;12,1843161
4330;LINESTRING(3.888884178 51.482289689, 3.872969847 51.490283537);35831,811;1,285306687
4332;LINESTRING(3.872969847 51.490283537, 3.819062416 51.483416463);35828,911;3,456576593
4335;LINESTRING(3.8638489 51.4446506, 3.8273031 51.4290106, 3.8268994 51.42899875, 3.8264957 51.4289869, 3.7571325 51.4470775, 3.754328677 51.443960709);65388,939;30,9173878
4336;LINESTRING(3.8638489 51.4446506, 3.8529853 51.4577192, 3.852671 51.45790225, 3.8523567 51.4580853, 3.831793 51.4689276);48,52;0,042267467
4337;LINESTRING(3.754328677 51.443960709, 3.7462589 51.447897329);7367,23;1,061403365
4338;LINESTRING(3.754328677 51.443960709, 3.801133559 51.329785382);57731,048;25,79658173
4341;LINESTRING(3.819062416 51.483416463, 3.811076557 51.490097886);35828,911;0,838922406
4344;LINESTRING(3.801133559 51.329785382, 3.8037153 51.3309001, 3.8129187 51.3289176, 3.816554458 51.328551753);57731,048;2,269130072
4345;LINESTRING(3.766434068 51.464264395, 3.7922493 51.48723665);35815,759;2,79886585
4346;LINESTRING(3.766434068 51.464264395, 3.754145667 51.460878267);35815,759;0,836704822
4347;LINESTRING(3.811076557 51.490097886, 3.8093572 51.4911563, 3.6783126 51.4959082, 3.677456609 51.496902718);11,132;0,066806222
4348;LINESTRING(3.811076557 51.490097886, 3.7922493 51.48723665);35817,779;1,207782524
4351;LINESTRING(3.677456609 51.496902718, 3.65056386 51.48285182);11,132;0,017292806
4352;LINESTRING(3.754145667 51.460878267, 3.741153533 51.459377733);35815,759;0,823130142
4353;LINESTRING(3.741153533 51.459377733, 3.731281893 51.464269914);9590,45;0,775411133
4354;LINESTRING(3.65056386 51.48285182, 3.636204776 51.476760259);10,188;0,007161843
4356;LINESTRING(3.636204776 51.476760259, 3.677625724 51.4726483);13011,579;3,995969203
4357;LINESTRING(3.636204776 51.476760259, 3.608475225 51.46402365);8,708;0,012458544
4358;LINESTRING(3.636204776 51.476760259, 3.62620655 51.48256036);13011,579;1,300107231
4359;LINESTRING(3.637651444 51.490009096, 3.6288485 51.4862119, 3.6264626 51.4845832, 3.62620655 51.48256036);13011,61;1,665502449
4360;LINESTRING(3.637651444 51.490009096, 3.633836748 51.508760178);22542,705;4,667569585
4361;LINESTRING(3.816554458 51.328551753, 3.81638 51.32482, 3.7892515 51.3124217, 3.788400533 51.312199517, 3.7875409 51.3119718, 3.7800074 51.3038587, 3.77943584 51.30308209);11351,415;2,455917569
4363;LINESTRING(3.731281893 51.464269914, 3.7304872 51.468398, 3.6893964 51.4784284, 3.677625724 51.4726483);158,48;0,195813185
4372;LINESTRING(3.8012698 51.22993424, 3.8009417 51.2301984, 3.8289202 51.2611821);4,068;0,00776591
4375;LINESTRING(3.77943584 51.30308209, 3.7160457 51.315364025, 3.681967843 51.324329929);11309,635;4,331209198
4376;LINESTRING(3.681967843 51.324329929, 3.6824168 51.3246871, 3.6831567 51.325186, 3.6830008 51.3252924, 3.65761 51.34272, 3.6619689 51.3696647, 3.6067295 51.3802378, 3.6056993 51.3803503, 3.6047632 51.3806153, 3.5800539 51.3899426, 3.5798431 51.390003567);28,079;0,096015456
4377;LINESTRING(3.681967843 51.324329929, 3.610966175 51.315898688);11281,555;2,98881218
4382;LINESTRING(3.610966175 51.315898688, 3.6109336 51.3154646, 3.5515897 51.3193836);11281,555;2,496814633
4385;LINESTRING(3.43291945 51.352744, 3.4330476 51.3526609, 3.4764744 51.3312133, 3.477360783 51.330804725);10432,729;1,692957805
4386;LINESTRING(3.43291945 51.352744, 3.4327883 51.3526661, 3.3854077 51.3104195);10431,529;2,468220131
4387;LINESTRING(3.43291945 51.352744, 3.4327972 51.3528239, 3.4162153 51.3634926, 3.4158898 51.36370675, 3.4155643 51.3639209, 3.4022118 51.3789666);1,2;0,002158799
4389;LINESTRING(3.5515897 51.3193836, 3.5001835 51.3309263, 3.502144486 51.334525921);10444,099;1,847475332
4390;LINESTRING(3.5515897 51.3193836, 3.5246677 51.2945957, 3.524676167 51.294442333);837,45;0,524666443
4391;LINESTRING(3.502144486 51.334525921, 3.477360783 51.330804725);10435,349;0,764890801
4393;LINESTRING(3.524676167 51.294442333, 3.5245497 51.2943373, 3.5019613 51.2748867, 3.5015422 51.274372267, 3.5009827 51.2740451, 3.4656446 51.2710806, 3.464694883 51.271170242);822,05;0,823237508
4395;LINESTRING(3.464694883 51.271170242, 3.45433848 51.26617378);822,05;0,139932353
4400;LINESTRING(3.3854077 51.3104195, 3.3842909 51.3099908, 3.3835881 51.3097268, 3.3629714 51.3135384, 3.362337283 51.31331525);10430,289;0,726944511
4403;LINESTRING(3.633836748 51.508760178, 3.618683653 51.518524247);29972,691;3,602963022
4404;LINESTRING(3.618683653 51.518524247, 3.6159034 51.5160558, 3.6085269 51.5102015, 3.6086573 51.5101164, 3.6086209 51.509646267, 3.59923686 51.5053519, 3.5957596 51.5037245, 3.592013 51.4887233, 3.591860417 51.487776708);0,055;0,000279692
4405;LINESTRING(3.618683653 51.518524247, 3.6190269 51.5203091, 3.605669 51.542776, 3.605406883 51.543321683, 3.605221 51.5439135, 3.5995579 51.5571128, 3.5993 51.5576486);30190,167;10,91357802
4406;LINESTRING(3.591860417 51.487776708, 3.5904845 51.4879149, 3.5659714 51.4832028, 3.56458491 51.48347449);0,055;0,000133904
4412;LINESTRING(5.004934956 51.842857167, 4.9944491 51.8476319);123702,937;11,18175101
4413;LINESTRING(4.9944491 51.8476319, 4.967082 51.8464774, 4.962646183 51.843503217);132416,333;31,50570655
4414;LINESTRING(4.9944491 51.8476319, 4.9949011 51.8541091, 4.9970074 51.8631993, 4.9944263 51.8781805, 4.9945019 51.9001677, 4.994261433 51.900328367, 4.9942741 51.9004882, 4.9940083 51.9003292);614,319;0,690781566
4417;LINESTRING(4.962646183 51.843503217, 4.952769683 51.850221);133252,637;13,43552291
4418;LINESTRING(4.962646183 51.843503217, 4.936443368 51.84237852);1388,001;0,862872852
4420;LINESTRING(4.979724689 51.898974611, 4.9571493 51.8989479, 4.95471345 51.89920145, 4.9522776 51.899455, 4.9392146 51.9005848, 4.935806167 51.9004883, 4.926741733 51.8998423, 4.9256298 51.8993597, 4.8984123 51.8815414, 4.8956582 51.88094825);38383,491;43,08720744
4421;LINESTRING(4.979724689 51.898974611, 4.9549455 51.8553392, 4.952769683 51.850221);640888,104;402,5178898
4423;LINESTRING(4.8956582 51.88094825, 4.8955799 51.8808254, 4.9057055 51.8625357, 4.9057908 51.862392, 4.9058761 51.8622483, 4.9169127 51.8440054, 4.919230057 51.842259514, 4.936443368 51.84237852);100424,655;26,67676097
4424;LINESTRING(4.8956582 51.88094825, 4.8955366 51.8809119, 4.8769287 51.9182352, 4.8756309 51.9205805, 4.86998435 51.9285663, 4.86055514 51.93603978, 4.8546836 51.9398212);100444,835;33,30838675
4425;LINESTRING(4.8956582 51.88094825, 4.893104 51.8805143, 4.8569272 51.8693411, 4.855897375 51.86887245, 4.8553167 51.8685919, 4.7903102 51.8566851, 4.788993483 51.856739167);38213,44;50,30561635
4426;LINESTRING(4.952769683 51.850221, 4.947213235 51.840049445);507552,247;67,96216824
4427;LINESTRING(4.947213235 51.840049445, 4.936443368 51.84237852);101227,532;3,608052091
4428;LINESTRING(4.947213235 51.840049445, 4.94300775 51.828815);598105,234;72,76960398
4429;LINESTRING(4.936443368 51.84237852, 4.882730686 51.832106571);1684,338;1,613308177
4431;LINESTRING(4.882730686 51.832106571, 4.8793594 51.8309857, 4.8503697 51.8247452, 4.8457617 51.824324114);1226,391;0,854049961
4433;LINESTRING(4.8457617 51.824324114, 4.8394949 51.8236985, 4.8105662 51.8219182, 4.80619786 51.82351751);1192,646;0,846048695
4434;LINESTRING(4.788993483 51.856739167, 4.7886635 51.8566062, 4.7837953 51.8322484, 4.779216514 51.8302204);5246,93;2,180332192
4435;LINESTRING(4.788993483 51.856739167, 4.7887094 51.8568976, 4.7779833 51.8701103);4,95;0,002490732
4436;LINESTRING(4.788993483 51.856739167, 4.7884506 51.8567639, 4.7327912 51.8518639, 4.73256 51.8518149);32942,62;22,39258271
4437;LINESTRING(4.80619786 51.82351751, 4.798896167 51.8262846);933,367;0,097639905
4439;LINESTRING(4.765284 51.7855796, 4.7135606 51.7970328, 4.696108808 51.802563215);274,92;0,319642071
4440;LINESTRING(4.696108808 51.802563215, 4.706982521 51.816688314);32490,026;9,321437429
4441;LINESTRING(4.696108808 51.802563215, 4.68095866 51.79681211);31839,896;6,412789218
4442;LINESTRING(4.706982521 51.816688314, 4.706781069 51.830308577, 4.708156004 51.835050083);33930,444;11,66490269
4443;LINESTRING(4.706982521 51.816688314, 4.68578375 51.81512438, 4.674391446 51.807923429);596,887;0,316201115
4444;LINESTRING(4.68095866 51.79681211, 4.6724826 51.7900917, 4.665949 51.782147625, 4.648379045 51.772198715);28998,085;16,71899544
4445;LINESTRING(4.68095866 51.79681211, 4.650647921 51.801060676);2650,91;1,152356876
4447;LINESTRING(4.708156004 51.835050083, 4.7139447 51.8411218, 4.7324667 51.8516758, 4.73256 51.8518149);87165,35;35,13283628
4448;LINESTRING(4.708156004 51.835050083, 4.7203475 51.83735125);43592,781;4,925954142
4449;LINESTRING(4.708156004 51.835050083, 4.677588657 51.850465379);3267,85;1,581832177
4451;LINESTRING(4.674391446 51.807923429, 4.643568597 51.814139047);575,385;0,251718549
4452;LINESTRING(4.648379045 51.772198715, 4.650647921 51.801060676);144073,209;39,2046319
4453;LINESTRING(4.648379045 51.772198715, 4.64360698 51.77945146);497,106;0,220710692
4454;LINESTRING(4.648379045 51.772198715, 4.6481095 51.7679921, 4.6340475 51.7216831);172574,188;94,84920004
4455;LINESTRING(4.650647921 51.801060676, 4.643568597 51.814139047);187768,082;26,91846459
4456;LINESTRING(4.650647921 51.801060676, 4.661734025 51.8072618);6,18;0,00191589
4457;LINESTRING(4.650647921 51.801060676, 4.6489677 51.8016114, 4.6479462 51.7858719, 4.64360698 51.77945146);14640,708;5,468901416
4460;LINESTRING(4.74705407 51.83148053, 4.7487772 51.8324169, 4.7749241 51.8298395, 4.779216514 51.8302204);5147,094;1,518137177
4462;LINESTRING(4.74705407 51.83148053, 4.7452314 51.8314449, 4.7209478 51.8372611, 4.7203475 51.83735125);41914,875;10,58755909
4463;LINESTRING(4.73256 51.8518149, 4.7324221 51.851905, 4.7333398 51.8861603);54227,21;31,21648159
4464;LINESTRING(4.7333398 51.8861603, 4.7943025 51.9056567, 4.7956702 51.9061465, 4.7964417 51.9064186, 4.7965315 51.9064657, 4.7869053 51.9158884, 4.7868582 51.9159475, 4.7879527 51.9165574);54294,39;51,12673907
4466;LINESTRING(4.901445669 51.957872368, 4.8683596 51.9500096);1101,24;0,616564435
4467;LINESTRING(4.8683596 51.9500096, 4.8540787 51.9425815, 4.8539864 51.94152755, 4.8538941 51.9404736, 4.8547772 51.9399148, 4.8546836 51.9398212);4105,686;1,622117623
4468;LINESTRING(4.8683596 51.9500096, 4.8576389 51.950752, 4.8499463 51.9508375, 4.847169 51.949066875, 4.8444681 51.9472335, 4.8086076 51.9370908, 4.807921783 51.936891117, 4.8071825 51.936753, 4.7969491 51.9344007, 4.796393983 51.934307617, 4.7958685 51.9341556, 4.7865387 51.9314234, 4.781123982 51.931229018);2600,81;1,872439045
4469;LINESTRING(4.8546836 51.9398212, 4.7879527 51.9165574);104090,178;28,88243498
4470;LINESTRING(4.781123982 51.931229018, 4.7798706 51.929716, 4.784997 51.9200635, 4.786685233 51.918127333, 4.7879527 51.9165574);151416,556;21,03765502
4471;LINESTRING(4.781123982 51.931229018, 4.77948 51.9368708, 4.7683687 51.9717181, 4.76830285 51.9718267, 4.768237 51.9719353, 4.7271042 52.0014426, 4.723382395 52.004777691);154792,999;116,3689527
4472;LINESTRING(4.781123982 51.931229018, 4.7770404 51.9300256, 4.7180027 51.9288423, 4.717023567 51.928648633, 4.715999 51.928443, 4.688683 51.9229835, 4.6859156 51.922917278);1157,303;1,801658206
4473;LINESTRING(4.854646522 52.019805446, 4.8077846 52.0125083, 4.7765194 52.0007413, 4.77629675 52.0006772, 4.7760741 52.0006131, 4.7416212 52.0034476, 4.742016491 52.007348845);3053,777;3,577535832
4475;LINESTRING(4.742016491 52.007348845, 4.74275715 52.01538405, 4.73401325 52.017686325, 4.718737414 52.024116454);3083,017;1,179904288
4476;LINESTRING(4.723382395 52.004777691, 4.718737414 52.024116454);158503,907;28,10545538
4477;LINESTRING(4.723382395 52.004777691, 4.695139987 52.001966387);0,983;0,002375318
4478;LINESTRING(4.718737414 52.024116454, 4.707227754 52.017090512);41,676;0,020211746
4479;LINESTRING(4.718737414 52.024116454, 4.7192506 52.028034, 4.7194309 52.0369969, 4.71944505 52.0371689, 4.7194592 52.0373409, 4.7114448 52.0453947, 4.71155555 52.0458565, 4.7116663 52.0463183, 4.7201947 52.0531475, 4.725815771 52.05787258);161889,048;56,9316707
4482;LINESTRING(4.6859156 51.922917278, 4.6827888 51.922841, 4.6628022 51.9157466, 4.6612744 51.915566478);173,145;0,109331641
4483;LINESTRING(4.695139987 52.001966387, 4.6964591 52.0082403, 4.7027473 52.0116553);30,541;0,013150035
4485;LINESTRING(4.695139987 52.001966387, 4.6928077 52.002372, 4.6862566 52.004231, 4.684940983 52.004610067, 4.6835351 52.0051789, 4.6716626 52.0100683, 4.66970486 52.01079001);0,983;0,002434366
4486;LINESTRING(4.6612744 51.915566478, 4.6602407 51.9153047, 4.6458754 51.9129743, 4.642925456 51.911965167);173,045;0,076193901
4487;LINESTRING(4.6612744 51.915566478, 4.6609664 51.9159602, 4.6319807 51.9326304, 4.6321456 51.9328984);3,7;0,005114601
4488;LINESTRING(4.707227754 52.017090512, 4.7027473 52.0116553);39,516;0,010624781
4489;LINESTRING(4.707227754 52.017090512, 4.6970828 52.0187174, 4.6947981 52.0190435, 4.686502962 52.018787114);0,665;0,001186641
4490;LINESTRING(4.725815771 52.05787258, 4.683457867 52.031016233);69765,456;66,26800432
4491;LINESTRING(4.725815771 52.05787258, 4.741871816 52.070439884);160009,648;23,41673319
4492;LINESTRING(4.725815771 52.05787258, 4.732256067 52.05947455);73125,102;7,79873774
4493;LINESTRING(4.686502962 52.018787114, 4.6957848 52.0147832, 4.7027473 52.0116553);0,8;0,001141045
4494;LINESTRING(4.686502962 52.018787114, 4.6780363 52.026530122);1267,937;0,293542646
4495;LINESTRING(4.66970486 52.01079001, 4.667077392 52.02389422);89,234;0,034687021
4497;LINESTRING(4.6780363 52.026530122, 4.667077392 52.02389422);42394,665;8,637827654
4498;LINESTRING(4.6780363 52.026530122, 4.683457867 52.031016233);69773,496;9,89898936
4499;LINESTRING(4.6780363 52.026530122, 4.639549925 52.021111375);26711,342;13,65014981
4500;LINESTRING(4.677588657 51.850465379, 4.633857106 51.8569355);1131,111;0,645020252
4501;LINESTRING(4.633857106 51.8569355, 4.64865467 51.85173065);483,929;0,01727867
4502;LINESTRING(4.633857106 51.8569355, 4.6206792 51.85646605, 4.603406217 51.8553951);956,242;0,343436201
4503;LINESTRING(4.633857106 51.8569355, 4.609276 51.87470915, 4.58050358 51.88504192);909,786;0,716864953
4504;LINESTRING(4.64865467 51.85173065, 4.655623471 51.846916221);459,711;0,00094259
4505;LINESTRING(4.64865467 51.85173065, 4.638868027 51.8404791);4,66;0,00511143
4508;LINESTRING(4.603406217 51.8553951, 4.593578367 51.859731767);956,242;0,135621783
4510;LINESTRING(4.58050358 51.88504192, 4.560388791 51.8878882);935,169;0,226197846
4514;LINESTRING(4.643568597 51.814139047, 4.630442411 51.814083756);190574,29;16,13739185
4518;LINESTRING(4.638868027 51.8404791, 4.6471298 51.83607445, 4.650671392 51.829455483);685,548;0,14557095
4519;LINESTRING(4.638868027 51.8404791, 4.6287536 51.8410494, 4.6186102 51.8381324, 4.614582289 51.836247283);685,548;0,173362462
4520;LINESTRING(4.653322553 51.82472886, 4.650671392 51.829455483);684,26;0,052262325
4522;LINESTRING(4.630442411 51.814083756, 4.631083882 51.826423573);190398,464;24,4150662
4523;LINESTRING(4.630442411 51.814083756, 4.6259938 51.8164401, 4.6177183 51.8158936, 4.615859 51.81506235);139,814;0,050611175
4524;LINESTRING(4.630442411 51.814083756, 4.6282896 51.8098879, 4.6259242 51.8091424);36,012;0,005990974
4526;LINESTRING(4.631083882 51.826423573, 4.614582289 51.836247283);190499,358;28,09136095
4527;LINESTRING(4.631083882 51.826423573, 4.6320908 51.8244073, 4.6175681 51.8160345, 4.615859 51.81506235);98,844;0,056562999
4529;LINESTRING(4.615859 51.81506235, 4.6108223 51.812424);158,894;0,023421958
4530;LINESTRING(4.64360698 51.77945146, 4.63787635 51.7725991, 4.606009267 51.7779786);244,561;0,204967974
4531;LINESTRING(4.6108223 51.812424, 4.5979925 51.8128584, 4.593996817 51.813576133, 4.5933848 51.8143008, 4.5964032 51.8173422, 4.59874704 51.81937536);139,814;0,086436231
4532;LINESTRING(4.614582289 51.836247283, 4.613052 51.8325842, 4.6022877 51.8223253, 4.59874704 51.81937536);27,4;0,017244798
4534;LINESTRING(4.614582289 51.836247283, 4.606548 51.8477404, 4.5931867 51.86076);190836,23;55,5438854
4535;LINESTRING(4.642925456 51.911965167, 4.6399369 51.9111178, 4.6259492 51.9086149, 4.622975489 51.908542767);107,192;0,051982858
4537;LINESTRING(4.622975489 51.908542767, 4.6220376 51.9101063, 4.6155886 51.9145706);5,114;0,001559363
4538;LINESTRING(4.622975489 51.908542767, 4.6200996 51.9080588, 4.5996293 51.9070033, 4.597724843 51.907706557, 4.57844224 51.916720307, 4.569234589 51.925416922);7,915;0,018133689
4539;LINESTRING(4.569234589 51.925416922, 4.5746332 51.9283914, 4.5837952 51.9335623);3335,909;0,736070979
4542;LINESTRING(4.59874704 51.81937536, 4.596359 51.8175396, 4.5617891 51.831637, 4.558997014 51.833542914);11,38;0,013486292
4543;LINESTRING(4.558997014 51.833542914, 4.5549157 51.8346004, 4.5362495 51.8394349, 4.534089061 51.842552872);39,72;0,010229782
4544;LINESTRING(4.5931867 51.86076, 4.593578367 51.859731767);3,603;0,000453279
4545;LINESTRING(4.5931867 51.86076, 4.570488 51.8752654, 4.569975471 51.875559686);190836,23;40,99311632
4546;LINESTRING(4.5775419 51.871228071, 4.593578367 51.859731767);952,643;0,269176156
4547;LINESTRING(4.5775419 51.871228071, 4.552386164 51.868179468);129,259;0,068702045
4548;LINESTRING(4.5775419 51.871228071, 4.569975471 51.875559686);950,728;0,097229049
4549;LINESTRING(4.569975471 51.875559686, 4.560388791 51.8878882);191111,508;27,25916151
4553;LINESTRING(4.552386164 51.868179468, 4.536397876 51.862723818);1039,309;0,124141527
4554;LINESTRING(4.552386164 51.868179468, 4.537670277 51.885614454);1486,18;0,411793528
4555;LINESTRING(4.534089061 51.842552872, 4.536335382 51.851627, 4.5363218 51.8534282, 4.5362945 51.8615858, 4.536397876 51.862723818);1038,989;0,22184994
4557;LINESTRING(4.667077392 52.02389422, 4.653686938 52.003072219);390791,241;109,6517824
4558;LINESTRING(4.667077392 52.02389422, 4.660231609 52.027966945);349510,478;21,94476513
4560;LINESTRING(4.667077392 52.02389422, 4.639549925 52.021111375);22,647;0,028068192
4562;LINESTRING(4.639549925 52.021111375, 4.610767733 52.020602519);26633,362;9,915964546
4563;LINESTRING(4.653686938 52.003072219, 4.61987214 51.979549067);390756,793;153,8977161
4564;LINESTRING(4.660231609 52.027966945, 4.6645992 52.0277443, 4.6602161 52.0438489);349425,188;71,1316334
4565;LINESTRING(4.660231609 52.027966945, 4.6533402 52.0330753, 4.6527229 52.0339184, 4.647675384 52.036786384);40,339;0,013887661
4566;LINESTRING(4.660231609 52.027966945, 4.6609249 52.0267335, 4.6360521 52.0303833, 4.6354968 52.0311906);23,22;0,005751654
4567;LINESTRING(4.61987214 51.979549067, 4.625295933 51.9703694, 4.61651875 51.956202583, 4.6121913 51.950837967, 4.6112129 51.9496805, 4.6007983 51.9430796);3788,959;2,996161025
4568;LINESTRING(4.61987214 51.979549067, 4.594114584 51.967034054);383277,616;96,26164164
4569;LINESTRING(4.61987214 51.979549067, 4.61389695 51.97947145);149,51;0,00753539
4570;LINESTRING(4.6602161 52.0438489, 4.663403 52.0559802, 4.661276325 52.061078475, 4.659851 52.0632263, 4.66085 52.0726348, 4.659886046 52.074556038);365320,251;122,7210316
4571;LINESTRING(4.6602161 52.0438489, 4.654418 52.044871657);15791,481;0,664175969
4572;LINESTRING(4.647675384 52.036786384, 4.654418 52.044871657);11,99;0,00438187
4573;LINESTRING(4.647675384 52.036786384, 4.644496355 52.044363927);40,319;0,00918771
4574;LINESTRING(4.6354968 52.0311906, 4.644496355 52.044363927);15737,893;2,524130266
4575;LINESTRING(4.6354968 52.0311906, 4.6344104 52.0306802, 4.6198444 52.0215383, 4.610767733 52.020602519);4204,213;1,020282932
4576;LINESTRING(4.610767733 52.020602519, 4.5506841 52.03377705);26485,797;21,73234122
4577;LINESTRING(4.610767733 52.020602519, 4.6098498 52.0167513, 4.5941464 52.0013883, 4.592600018 51.999883973);3907,057;1,056350605
4579;LINESTRING(4.6007983 51.9430796, 4.5837952 51.9335623);3355,249;0,866486215
4580;LINESTRING(4.594114584 51.967034054, 4.582971443 51.958952629);8,8;0,004608011
4581;LINESTRING(4.594114584 51.967034054, 4.564462439 51.953560858);1079,308;0,574040123
4582;LINESTRING(4.594114584 51.967034054, 4.56626605 51.962324575);382171,749;84,33919208
4589;LINESTRING(4.564462439 51.953560858, 4.552473975 51.949149125);1063,63;0,210430574
4590;LINESTRING(4.56626605 51.962324575, 4.556344214 51.959350236);382171,749;32,21652696
4591;LINESTRING(4.592600018 51.999883973, 4.5900912 52.0023861, 4.5805286 52.0183245);37,34;0,035109695
4592;LINESTRING(4.556344214 51.959350236, 4.538023752 51.954498857);382088,182;58,19818855
4595;LINESTRING(4.552473975 51.949149125, 4.56032858 51.931196013);388,118;0,133432271
4596;LINESTRING(4.538023752 51.954498857, 4.531321362 51.935939675);321492,06;59,98301515
4597;LINESTRING(4.538023752 51.954498857, 4.52481118 51.952790393);9109,477;0,796835854
4598;LINESTRING(4.538023752 51.954498857, 4.529419791 51.945042445);50935,587;15,77147116
4599;LINESTRING(4.538023752 51.954498857, 4.5404619 51.9521985, 4.5164258 51.9478031);28,041;0,017714014
4600;LINESTRING(4.538023752 51.954498857, 4.5120969 51.9471237, 4.4997467 51.9454926);47,255;0,065862741
4601;LINESTRING(4.56032858 51.931196013, 4.539629121 51.927149921);15,143;0,012323956
4603;LINESTRING(4.531321362 51.935939675, 4.533997891 51.920624441);321359,221;48,53955021
4604;LINESTRING(4.531321362 51.935939675, 4.529419791 51.945042445);0,999;0,001254867
4607;LINESTRING(4.52481118 51.952790393, 4.529419791 51.945042445);0,999;0,001128597
4609;LINESTRING(4.52481118 51.952790393, 4.5202301 51.9546848, 4.5191595 51.9553678, 4.51681134 51.95401912);9029,636;0,594323359
4610;LINESTRING(4.529419791 51.945042445, 4.498713772 51.933810339);50935,587;32,06074917
4618;LINESTRING(4.533997891 51.920624441, 4.53816485 51.91061245, 4.546520783 51.897489683);320325,531;76,54701172
4619;LINESTRING(4.498713772 51.933810339, 4.495088739 51.918040942);49786,972;22,672798
4620;LINESTRING(4.498713772 51.933810339, 4.483427791 51.940996245);1142,1;0,351744034
4621;LINESTRING(4.560388791 51.8878882, 4.546520783 51.897489683);192046,677;25,88346093
4623;LINESTRING(4.51681134 51.95401912, 4.5113561 51.955743, 4.5037073 51.9595892, 4.50358805 51.9596604, 4.5034688 51.9597316, 4.4967223 51.963095, 4.490095 51.965960729, 4.48219145 51.972656175);69,373;0,160892308
4624;LINESTRING(4.483427791 51.940996245, 4.464469256 51.936372862);1115,058;0,357264318
4625;LINESTRING(4.48219145 51.972656175, 4.495266878 51.980624196);420581,066;56,14462077
4626;LINESTRING(4.48219145 51.972656175, 4.456144779 51.967714441);420255,87;83,27712452
4627;LINESTRING(4.495088739 51.918040942, 4.486462675 51.909905475);48354,574;12,94870985
4628;LINESTRING(4.495088739 51.918040942, 4.50523352 51.9084527);188,498;0,053859977
4629;LINESTRING(4.495088739 51.918040942, 4.481778235 51.92008352);1222,158;0,739924303
4631;LINESTRING(4.546520783 51.897489683, 4.537670277 51.885614454);116769,101;10,66127268
4632;LINESTRING(4.546520783 51.897489683, 4.52747582 51.89317286);11424,936;3,806575772
4633;LINESTRING(4.515934012 51.992275235, 4.5220545 51.9940275, 4.5263802 52.0027496, 4.5259078 52.0044825, 4.5254354 52.0062154, 4.5322393 52.0175906, 4.53942131 52.03267366);428067,467;225,4650241
4634;LINESTRING(4.515934012 51.992275235, 4.5127998 51.9938546, 4.5110421 51.9947761, 4.507739867 51.996440917, 4.5044067 51.9981204, 4.5015464 51.9995449, 4.497781767 51.999323067, 4.4934126 51.9972484, 4.4903201 51.9946647, 4.484393377 51.990201982);1899,625;0,730837426
4635;LINESTRING(4.515934012 51.992275235, 4.5127358 51.9893905, 4.498423 51.9805283, 4.495266878 51.980624196);420581,066;88,89940241
4636;LINESTRING(4.53942131 52.03267366, 4.5506841 52.03377705);1917,762;0,349347199
4638;LINESTRING(4.53942131 52.03267366, 4.53941624 52.037847);428424,276;26,18523651
4640;LINESTRING(4.484393377 51.990201982, 4.476991 51.9902231, 4.4739794 51.9911605, 4.465507721 51.993213158);1505,65;0,270394691
4641;LINESTRING(4.5506841 52.03377705, 4.53941624 52.037847);24573,815;4,051476232
4642;LINESTRING(4.507841542 52.043411611, 4.519087036 52.052944528);16161,09;3,309390653
4643;LINESTRING(4.507841542 52.043411611, 4.46295345 52.0490459);260,674;0,191587571
4644;LINESTRING(4.507841542 52.043411611, 4.475526625 52.048071925);16123,407;4,134471242
4645;LINESTRING(4.507841542 52.043411611, 4.5177263 52.0416451, 4.5316782 52.0381402, 4.53941624 52.037847);24464,762;10,18076741
4646;LINESTRING(4.507841542 52.043411611, 4.477051025 52.0318624, 4.458851667 52.01152175, 4.451268494 52.001320651);45757,984;44,52077859
4647;LINESTRING(4.53941624 52.037847, 4.544875833 52.049096467);428526,888;59,48618771
4648;LINESTRING(4.519087036 52.052944528, 4.493437915 52.064735931);2130,78;0,65102409
4649;LINESTRING(4.519087036 52.052944528, 4.52928735 52.06105845);1199,881;0,167930832
4650;LINESTRING(4.519087036 52.052944528, 4.5324494 52.050153825, 4.544875833 52.049096467);20032,452;5,762910553
4651;LINESTRING(4.46295345 52.0490459, 4.475526625 52.048071925);1807,365;0,473119364
4653;LINESTRING(4.46295345 52.0490459, 4.4585409 52.0492642, 4.4069508 52.0530202, 4.402298336 52.053276495);242,634;0,223253665
