Produced;Treated;Amount;tag;colour
POINT (4.78 52.40);POINT (4.76 52.60);8,24;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.40);POINT (5.06 52.11);40,58;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.40);POINT (5.07 52.11);27,02;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.39);POINT (4.76 52.60);1,14;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.39);POINT (4.45 51.54);1,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.38);POINT (5.43 51.43);3,488;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.38);POINT (6.05 53.11);0,984;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.34);POINT (4.78 52.66);17,36;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.35);POINT (6.78 52.24);0,241;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.39);POINT (4.12 51.93);4,723;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.39);POINT (4.45 51.54);14,32;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.39);POINT (4.94 51.83);0,992;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.40);POINT (4.45 51.54);1,2;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.40);POINT (4.94 51.83);0,699;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.40);POINT (5.06 52.11);11,7;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.78 52.40);POINT (6.58 51.99);0,82;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.45 51.54);1,3;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.34);POINT (5.76 51.81);1,433;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.47 51.93);0,15;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (5.11 52.04);2,502;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (5.74 52.91);131,16;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (4.42 51.92);1,26;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.42);POINT (5.81 52.96);11,81;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.42);POINT (5.87 52.97);207,19;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (5.11 52.04);0,538;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.47 51.93);0,54;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (5.06 52.11);13,68;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.35);POINT (5.08 52.13);0,1;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.94 51.83);0,029;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.38);POINT (5.87 52.56);0,505;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.05 53.11);0,071;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.45 51.54);3,3;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (5.11 52.04);3,622;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.12 51.93);0,4;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.94 51.83);0,371;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.94 51.83);0,652;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (5.66 51.46);0,079;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.00 51.97);4,75;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (4.33 52.02);5,58;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.37);POINT (5.08 52.13);0,1;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.41);POINT (4.56 51.66);1,62;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.41);POINT (5.32 51.90);94,09;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.41);POINT (6.05 53.11);144,345;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.34);POINT (5.32 51.90);21,69;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.45 51.54);8,24;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.60 51.69);278,44;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.60 51.68);92,24;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.62 51.78);123,2;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.64 52.13);24;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.72 51.82);76,64;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.76 52.60);11,52;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (4.89 51.62);53,54;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.04 51.70);335,96;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.11 52.04);82,69;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.28 51.72);81,025;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.30 51.58);14,96;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.32 51.90);1,08;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.43 51.43);152,584;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.60 52.04);760,57;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.60 52.16);73,36;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.62 52.16);75,66;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.65 51.24);28,24;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.65 51.24);184,937;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.70 52.46);327,72;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.73 51.85);863,358;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.79 51.84);46,38;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.87 52.97);23,96;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.87 52.57);6,52;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (6.06 50.89);7,03;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (6.09 52.64);59;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (6.25 51.97);48,006;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (6.36 53.15);924,14;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (6.58 51.99);68,449;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (6.99 53.16);132,16;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.34);POINT (4.45 51.54);0,36;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.35);POINT (5.08 52.13);0,08;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.35);POINT (5.08 52.13);0,16;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.34);POINT (4.12 51.93);0,442;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.58 51.67);0,73;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.05 53.11);0,951;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.38);POINT (4.45 51.54);0,32;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.35);POINT (4.94 51.83);0,066;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.12 51.93);0,27;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.26 51.88);0,066;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.58 51.99);1,26;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (5.08 52.13);0,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.41);POINT (4.94 51.83);2,225;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.41);POINT (5.32 51.90);13,17;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (6.05 53.11);0,195;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (6.06 52.62);5,34;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.40);POINT (5.45 53.17);8575,86;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.05 53.11);0,166;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (5.32 51.90);1,9;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (5.08 52.13);0,14;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (6.05 53.11);2,269;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.38);POINT (4.12 51.93);0,139;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.36);POINT (5.08 52.13);0,14;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.38);POINT (5.08 52.13);0,92;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.45 51.54);2;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (5.32 51.90);1,85;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.38);POINT (5.08 52.13);0,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.37);POINT (5.08 52.13);0,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.79 52.39);POINT (4.45 51.54);3,61;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.38);POINT (5.08 52.13);4,18;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.37);POINT (5.08 52.13);1,98;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.38);POINT (5.08 52.13);0,34;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.08 52.13);0,24;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.35);POINT (4.44 52.21);3,84;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (5.39 52.20);113,12;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (5.32 51.90);4,1;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.35);POINT (5.56 51.43);0,296;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.37);POINT (5.08 52.13);0,22;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (4.45 51.54);5,1;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (5.11 52.04);7,043;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (6.05 53.11);1,539;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.08 52.13);0,54;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.45 51.54);5,08;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.94 51.83);0,211;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.45 51.54);1,24;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.12 51.93);0,809;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.45 51.54);5,34;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.94 51.83);0,579;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (5.65 51.24);12,51;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.41);POINT (4.45 51.54);1,28;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.41);POINT (4.88 51.80);1,72;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.41);POINT (5.32 51.90);12,15;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.41);POINT (6.58 51.99);1,193;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.94 51.83);1,824;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.94 51.83);6,167;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.45 51.54);0,42;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (6.05 53.11);0,307;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.34);POINT (4.78 52.20);4,7;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.37);POINT (4.94 51.83);0,012;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.45 51.54);1,04;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.94 51.83);0,026;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (5.56 51.43);0,264;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.08 52.13);0,02;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.08 52.13);0,18;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.38);POINT (5.08 52.13);0,22;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (5.32 51.90);3,4;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.31 52.03);0,93;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.35);POINT (5.07 52.11);10,94;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.35);POINT (5.39 52.20);2,56;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.30 51.97);96,016;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.35);POINT (4.29 52.01);0,6;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.34);POINT (4.45 51.54);2,218;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (5.43 51.43);4,46;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (6.05 53.11);0,589;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.04 51.70);0,012;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (6.05 53.11);0,219;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (5.11 52.04);0,086;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.34);POINT (4.54 51.94);0,75;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.37);POINT (5.08 52.13);0,019;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.37);POINT (5.11 52.04);0,059;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.38);POINT (5.08 52.13);1,54;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.42 51.88);0,98;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.44 51.54);32,34;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (4.94 51.83);32,057;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (5.32 51.90);13,75;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.40);POINT (5.86 51.72);247,841;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.36);POINT (5.11 52.04);0,106;Waste treated outside of the metropolitan region;rgb(94,82,160)
POINT (4.80 52.39);POINT (4.60 51.69);322,22;Waste treated outside of the metropolitan region;rgb(94,82,160)
